Ticker,Sector,Industry,Country,Market Cap,ATR,Prev Close P,Prev Close F,Price,Open,High,Low,Rel Vol,Ppro Time,Finviz Time
BATRK,Communication Services,Entertainment,USA,1.03B,0.81,25.74,,,,,,,,
BBBY,Consumer Cyclical,Specialty Retail,USA,3.91B,2.09,30.21,,,,,,,,
BBCP,Industrials,Engineering & Construction,USA,335.69M,0.28,5.91,,,,,,,,
BBGI,Communication Services,Broadcasting,USA,60.87M,0.13,2.12,,,,,,,,
BBI,Healthcare,Biotechnology,USA,69.08M,0.12,1.29,,,,,,,,
BBIG,Consumer Cyclical,Leisure,USA,74.22M,0.71,4.87,,,,,,,,
BBIO,Healthcare,Biotechnology,USA,8.66B,3.32,69.48,,,,,,,,
BBQ,Consumer Cyclical,Restaurants,USA,55.98M,0.27,6.14,,,,,,,,
BBSI,Industrials,Staffing & Employment Services,USA,532.02M,2.45,67.86,,,,,,,,
BCAB,Healthcare,Biotechnology,USA,1.51B,3.94,45.82,,,,,,,,
BCBP,Financial,Banks - Regional,USA,206.50M,0.39,12.09,,,,,,,,
BCDA,Healthcare,Biotechnology,USA,60.97M,0.6,4.3,,,,,,,,
BCEL,Healthcare,Biotechnology,USA,461.00M,0.87,15.09,,,,,,,,
BCLI,Healthcare,Biotechnology,USA,164.41M,0.31,5.3,,,,,,,,
BCML,Financial,Banks - Regional,USA,180.85M,0.4,15.3,,,,,,,,
BCOR,Financial,Asset Management,USA,806.14M,0.65,17.09,,,,,,,,
BCOV,Technology,Software - Application,USA,774.99M,0.7,18.93,,,,,,,,
BCPC,Basic Materials,Specialty Chemicals,USA,3.86B,3.5,117.83,,,,,,,,
BCRX,Healthcare,Biotechnology,USA,1.59B,0.54,9.21,,,,,,,,
BCTG,Financial,Shell Companies,USA,243.70M,0.4,11.4,,,,,,,,
BCYC,Healthcare,Biotechnology,United Kingdom,538.68M,2,26.8,,,,,,,,
BDGE,Financial,Banks - Regional,USA,548.61M,1.04,27.24,,,,,,,,
BDSI,Healthcare,Biotechnology,USA,422.45M,0.2,4.14,,,,,,,,
BDSX,Healthcare,Diagnostics & Research,USA,679.82M,2.4,27.59,,,,,,,,
BDTX,Healthcare,Biotechnology,USA,999.59M,2.01,26.14,,,,,,,,
BEAM,Healthcare,Biotechnology,USA,5.68B,10.82,99.51,,,,,,,,
BEAT,Healthcare,Diagnostics & Research,USA,2.47B,0.93,71.97,,,,,,,,
BECN,Industrials,Building Products & Equipment,USA,2.99B,1.5,42.6,,,,,,,,
BEEM,Technology,Solar,USA,581.58M,6.69,65.79,,,,,,,,
BELFB,Technology,Electronic Components,USA,168.44M,1.07,16.49,,,,,,,,
BENEU,Financial,Shell Companies,USA,-,0.15,10.61,,,,,,,,
BFI,Consumer Cyclical,Restaurants,USA,235.00M,0.86,13.36,,,,,,,,
BFIN,Financial,Banks - Regional,USA,128.43M,0.28,9.07,,,,,,,,
BFIT,Financial,Exchange Traded Fund,USA,-,0.27,26.09,,,,,,,,
BFRA,Healthcare,Biotechnology,Germany,190.99M,0.5,8,,,,,,,,
BFST,Financial,Banks - Regional,USA,457.10M,0.88,21.38,,,,,,,,
BGCP,Financial,Capital Markets,USA,1.42B,0.16,3.86,,,,,,,,
BGFV,Consumer Cyclical,Specialty Retail,USA,270.14M,0.89,12.13,,,,,,,,
BGNE,Healthcare,Biotechnology,China,33.03B,15.41,374.5,,,,,,,,
BGRN,Financial,Exchange Traded Fund,USA,-,0.15,56.01,,,,,,,,
BHAT,Communication Services,Electronic Gaming & Multimedia,China,51.28M,0.11,1.34,,,,,,,,
BHF,Financial,Insurance - Life,USA,3.64B,1.46,40.56,,,,,,,,
BHFAN,Financial,Insurance - Life,USA,-,0.4,26.35,,,,,,,,
BHSEU,Financial,Shell Companies,USA,-,0.23,11.2,,,,,,,,
BHTG,Industrials,Pollution & Treatment Controls,USA,41.81M,0.13,1.74,,,,,,,,
BIB,Financial,Exchange Traded Fund,USA,-,3.51,101.91,,,,,,,,
BICK,Financial,Exchange Traded Fund,USA,-,0.58,40.26,,,,,,,,
BIDU,Communication Services,Internet Content & Information,China,89.86B,14.67,252.75,,,,,,,,
BIGC,Technology,Software - Application,USA,4.74B,4.48,71.25,,,,,,,,
BIIB,Healthcare,Drug Manufacturers - General,USA,42.13B,6.69,269.44,,,,,,,,
BILI,Communication Services,Electronic Gaming & Multimedia,China,46.69B,8.01,133.75,,,,,,,,
BIMI,Healthcare,Pharmaceutical Retailers,China,23.38M,0.12,1.97,,,,,,,,
BIOC,Healthcare,Diagnostics & Research,USA,88.99M,0.41,6.5,,,,,,,,
BIOL,Healthcare,Medical Devices,USA,106.75M,0.14,1.04,,,,,,,,
BIS,Financial,Exchange Traded Fund,USA,-,0.81,19.71,,,,,,,,
BIVI,Healthcare,Biotechnology,USA,383.22M,4.17,34.87,,,,,,,,
BJK,Financial,Exchange Traded Fund,USA,-,0.92,47.59,,,,,,,,
BJRI,Consumer Cyclical,Restaurants,USA,1.01B,2.27,45.21,,,,,,,,
BKCC,Financial,Asset Management,USA,209.70M,0.09,2.9,,,,,,,,
BKEP,Energy,Oil & Gas Midstream,USA,84.03M,0.09,2.04,,,,,,,,
BKNG,Consumer Cyclical,Travel Services,USA,87.15B,58.76,2066.24,,,,,,,,
BKSC,Financial,Banks - Regional,USA,90.20M,0.25,16.4,,,,,,,,
BKYI,Industrials,Security & Protection Services,USA,34.01M,0.21,4.31,,,,,,,,
BL,Technology,Software - Infrastructure,USA,7.96B,4.91,135.02,,,,,,,,
BLBD,Consumer Cyclical,Auto Manufacturers,USA,613.83M,1.65,22.2,,,,,,,,
BLCM,Healthcare,Biotechnology,USA,21.93M,0.35,4.17,,,,,,,,
BLCN,Financial,Exchange Traded Fund,USA,-,0.66,41.91,,,,,,,,
BLCT,Communication Services,Internet Content & Information,China,362.52M,0.58,10.29,,,,,,,,
BLDP,Industrials,Specialty Industrial Machinery,Canada,11.66B,2.54,37.07,,,,,,,,
BLDR,Industrials,Building Products & Equipment,USA,8.66B,1.61,42.88,,,,,,,,
BLFS,Healthcare,Medical Instruments & Supplies,USA,1.41B,2.56,41.37,,,,,,,,
BLI,Healthcare,Biotechnology,USA,5.32B,7.02,81.03,,,,,,,,
BLIN,Technology,Software - Infrastructure,USA,15.72M,0.24,3.44,,,,,,,,
BLKB,Technology,Software - Application,USA,3.27B,2.03,66.04,,,,,,,,
BLMN,Consumer Cyclical,Restaurants,USA,1.91B,0.73,22.15,,,,,,,,
BLNK,Consumer Cyclical,Specialty Retail,USA,2.05B,5.72,44.35,,,,,,,,
BLPH,Healthcare,Biotechnology,USA,73.17M,0.49,7.91,,,,,,,,
BLRX,Healthcare,Biotechnology,Israel,58.89M,0.28,2.53,,,,,,,,
BLSA,Financial,Shell Companies,USA,156.11M,0.32,10.86,,,,,,,,
BLTSU,Financial,Shell Companies,USA,-,0.18,10.59,,,,,,,,
BLU,Healthcare,Biotechnology,Canada,278.52M,0.24,3.84,,,,,,,,
BLUE,Healthcare,Biotechnology,USA,3.18B,2.28,46.64,,,,,,,,
BLUWU,Financial,Shell Companies,USA,-,0.09,10.7,,,,,,,,
BMRA,Healthcare,Diagnostics & Research,USA,87.18M,0.51,6.98,,,,,,,,
BMRC,Financial,Banks - Regional,USA,541.69M,1.59,39.83,,,,,,,,
BMRN,Healthcare,Biotechnology,USA,15.66B,3.21,87.99,,,,,,,,
BMTC,Financial,Banks - Regional,USA,667.40M,1.13,33.37,,,,,,,,
BNDX,Financial,Exchange Traded Fund,USA,-,0.09,58.22,,,,,,,,
BNFT,Technology,Software - Application,USA,450.48M,0.68,13.99,,,,,,,,
BNGO,Healthcare,Diagnostics & Research,USA,1.43B,1.11,9.8,,,,,,,,
BNR,Healthcare,Diagnostics & Research,China,3.05B,2.4,36.64,,,,,,,,
BNSO,Technology,Scientific & Technical Instruments,Hong Kong,27.88M,0.67,5.62,,,,,,,,
BNTC,Healthcare,Biotechnology,USA,19.43M,0.28,4.28,,,,,,,,
BNTX,Healthcare,Biotechnology,Germany,27.21B,6.25,108.44,,,,,,,,
BOCH,Financial,Banks - Regional,USA,175.99M,0.34,10.25,,,,,,,,
BOKF,Financial,Banks - Regional,USA,5.65B,2.38,79.12,,,,,,,,
BOMN,Communication Services,Advertising Agencies,USA,753.72M,1.3,27.21,,,,,,,,
BOOM,Energy,Oil & Gas Equipment & Services,USA,785.54M,2.37,50.91,,,,,,,,
BOSC,Technology,Communication Equipment,Israel,13.18M,0.16,2.5,,,,,,,,
BOTJ,Financial,Banks - Regional,USA,58.76M,0.36,13.45,,,,,,,,
BOTZ,Financial,Exchange Traded Fund,USA,-,0.49,35.42,,,,,,,,
BOWXU,Financial,Shell Companies,USA,-,0.38,11.74,,,,,,,,
BOXL,Technology,Communication Equipment,USA,101.52M,0.18,2.08,,,,,,,,
BPFH,Financial,Banks - Regional,USA,1.11B,0.54,13.23,,,,,,,,
BPMC,Healthcare,Biotechnology,USA,5.73B,4.55,101.36,,,,,,,,
BPOP,Financial,Banks - Regional,USA,5.16B,1.71,59.8,,,,,,,,
BPTH,Healthcare,Biotechnology,USA,19.30M,0.23,4.27,,,,,,,,
BPY,Real Estate,Real Estate Services,Bermuda,15.85B,0.4,17.08,,,,,,,,
BPYU,Real Estate,REIT - Retail,USA,673.10M,0.45,17.25,,,,,,,,
BREZ,Financial,Shell Companies,USA,152.36M,0.48,10.42,,,,,,,,
BRID,Consumer Defensive,Packaged Foods,USA,161.24M,0.38,17.45,,,,,,,,
BRKL,Financial,Banks - Regional,USA,1.04B,0.45,13.06,,,,,,,,
BRKR,Healthcare,Medical Devices,USA,9.27B,1.5,60.84,,,,,,,,
BRKS,Technology,Semiconductor Equipment & Materials,USA,6.42B,3.43,84.42,,,,,,,,
BRLI,Financial,Shell Companies,China,62.33M,0.11,10.2,,,,,,,,
BRLIU,Financial,Shell Companies,China,-,0.09,11.44,,,,,,,,
BROG,Energy,Oil & Gas Midstream,United Arab Emirates,1.22B,0.45,11.15,,,,,,,,
BRP,Financial,Insurance Brokers,USA,2.26B,1.46,26.07,,,,,,,,
BRPA,Financial,Shell Companies,USA,106.80M,6.03,40.46,,,,,,,,
BRQS,Technology,Software - Application,China,58.74M,0.11,1.28,,,,,,,,
BRY,Energy,Oil & Gas E&P,USA,351.37M,0.3,4.34,,,,,,,,
BSAE,Financial,Exchange Traded Fund,USA,-,0.08,25.26,,,,,,,,
BSBK,Financial,Banks - Regional,USA,120.35M,0.21,9.09,,,,,,,,
BSCL,Financial,Exchange Traded Fund,USA,-,0.02,21.17,,,,,,,,
BSCM,Financial,Exchange Traded Fund,USA,-,0.02,21.71,,,,,,,,
BSCN,Financial,Exchange Traded Fund,USA,-,0.03,21.85,,,,,,,,
BSCO,Financial,Exchange Traded Fund,USA,-,0.04,22.33,,,,,,,,
BSCP,Financial,Exchange Traded Fund,USA,-,0.04,22.48,,,,,,,,
BSCQ,Financial,Exchange Traded Fund,USA,-,0.06,21.79,,,,,,,,
BSCS,Financial,Exchange Traded Fund,USA,-,0.07,23.36,,,,,,,,
BSCT,Financial,Exchange Traded Fund,USA,-,0.07,21.53,,,,,,,,
BSDE,Financial,Exchange Traded Fund,USA,-,0.07,26.25,,,,,,,,
BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,247.51M,1.42,23.35,,,,,,,,
BSGM,Healthcare,Medical Devices,USA,158.69M,0.42,4.79,,,,,,,,
BSJL,Financial,Exchange Traded Fund,USA,-,0.04,23.08,,,,,,,,
BSJM,Financial,Exchange Traded Fund,USA,-,0.05,23.28,,,,,,,,
BSJN,Financial,Exchange Traded Fund,USA,-,0.07,25.31,,,,,,,,
BSJO,Financial,Exchange Traded Fund,USA,-,0.07,24.89,,,,,,,,
BSJP,Financial,Exchange Traded Fund,USA,-,0.08,24.42,,,,,,,,
BSJQ,Financial,Exchange Traded Fund,USA,-,0.08,25.59,,,,,,,,
BSJR,Financial,Exchange Traded Fund,USA,-,0.1,25.47,,,,,,,,
BSML,Financial,Exchange Traded Fund,USA,-,0.06,25.33,,,,,,,,
BSMM,Financial,Exchange Traded Fund,USA,-,0.08,25.42,,,,,,,,
BSMN,Financial,Exchange Traded Fund,USA,-,0.04,25.66,,,,,,,,
BSMO,Financial,Exchange Traded Fund,USA,-,0.05,25.74,,,,,,,,
BSMP,Financial,Exchange Traded Fund,USA,-,0.06,26,,,,,,,,
BSMQ,Financial,Exchange Traded Fund,USA,-,0.07,25.91,,,,,,,,
BSMR,Financial,Exchange Traded Fund,USA,-,0.05,25.79,,,,,,,,
BSMS,Financial,Exchange Traded Fund,USA,-,0.06,26.17,,,,,,,,
BSQR,Technology,Software - Application,USA,21.78M,0.15,1.72,,,,,,,,
BSRR,Financial,Banks - Regional,USA,392.09M,0.9,24.99,,,,,,,,
BSY,Technology,Software - Application,USA,12.73B,3.21,45.85,,,,,,,,
BTAI,Healthcare,Biotechnology,USA,1.21B,3.26,47.32,,,,,,,,
BTAQ,Financial,Shell Companies,Cayman Islands,406.83M,0.3,11.44,,,,,,,,
BTBT,Technology,Software - Application,USA,912.98M,3.47,17.47,,,,,,,,
BTEC,Financial,Exchange Traded Fund,USA,-,1.51,64.66,,,,,,,,
BTRS,Technology,Software - Application,USA,514.72M,1.1,16.62,,,,,,,,
BTWN,Financial,Shell Companies,Hong Kong,872.86M,1.24,14.67,,,,,,,,
BTWNU,Financial,Shell Companies,Hong Kong,-,1.41,16,,,,,,,,
BUG,Financial,Exchange Traded Fund,USA,-,0.68,28.96,,,,,,,,
BUSE,Financial,Banks - Regional,USA,1.27B,0.69,23.25,,,,,,,,
BVXV,Healthcare,Biotechnology,Israel,63.87M,0.67,5.77,,,,,,,,
BWAC,Financial,Shell Companies,USA,151.47M,0.19,10.45,,,,,,,,
BWACU,Financial,Shell Companies,USA,-,0.4,12.21,,,,,,,,
BWAY,Healthcare,Diagnostics & Research,Israel,110.70M,0.61,9.95,,,,,,,,
BWB,Financial,Banks - Regional,USA,378.63M,0.36,13.46,,,,,,,,
BWEN,Industrials,Specialty Industrial Machinery,USA,147.90M,1.11,8.98,,,,,,,,
BWFG,Financial,Banks - Regional,USA,160.56M,0.68,20.35,,,,,,,,
BWMX,Consumer Cyclical,Specialty Retail,Mexico,1.33B,1.82,38.15,,,,,,,,
BXRX,Healthcare,Biotechnology,USA,63.69M,0.13,1.46,,,,,,,,
BYFC,Financial,Banks - Regional,USA,44.02M,0.16,2.16,,,,,,,,
BYND,Consumer Defensive,Packaged Foods,USA,8.97B,6.8,140.7,,,,,,,,
BYSI,Healthcare,Biotechnology,USA,498.30M,0.76,12.66,,,,,,,,
BZUN,Consumer Cyclical,Internet Retail,China,5.75B,1.37,34.8,,,,,,,,
CAAS,Consumer Cyclical,Auto Parts,China,225.62M,0.45,7.02,,,,,,,,
CABA,Healthcare,Biotechnology,USA,357.21M,1.15,14.22,,,,,,,,
CAC,Financial,Banks - Regional,USA,577.78M,1.17,38.34,,,,,,,,
CACC,Financial,Credit Services,USA,5.75B,13.09,325.19,,,,,,,,
CACG,Financial,Exchange Traded Fund,USA,-,0.46,44.7,,,,,,,,
CAKE,Consumer Cyclical,Restaurants,USA,1.91B,1.6,42.36,,,,,,,,
CALA,Healthcare,Biotechnology,USA,240.37M,0.39,3.1,,,,,,,,
CALM,Consumer Defensive,Farm Products,USA,1.86B,0.97,37.43,,,,,,,,
CALT,Healthcare,Drug Manufacturers - Specialty & Generic,Sweden,822.04M,1.04,32.92,,,,,,,,
CAMP,Technology,Communication Equipment,USA,409.21M,0.5,11.44,,,,,,,,
CAMT,Technology,Semiconductor Equipment & Materials,Israel,1.04B,0.94,23.71,,,,,,,,
CAN,Technology,Computer Hardware,China,836.91M,0.61,4.91,,,,,,,,
CAPR,Healthcare,Biotechnology,USA,113.29M,0.48,5.71,,,,,,,,
CAR,Industrials,Rental & Leasing Services,USA,2.86B,2.13,41.05,,,,,,,,
CARA,Healthcare,Biotechnology,USA,928.01M,0.88,19.15,,,,,,,,
CARE,Financial,Banks - Regional,USA,290.07M,0.49,11.3,,,,,,,,
CARG,Communication Services,Internet Content & Information,USA,3.71B,1.25,31.41,,,,,,,,
CARV,Financial,Banks - Regional,USA,25.53M,0.53,7.53,,,,,,,,
CARZ,Financial,Exchange Traded Fund,USA,-,1.14,57.91,,,,,,,,
CASA,Technology,Communication Equipment,USA,664.90M,0.43,7.94,,,,,,,,
CASH,Financial,Banks - Regional,USA,1.29B,1.69,39.03,,,,,,,,
CASI,Healthcare,Biotechnology,USA,412.70M,0.24,3.39,,,,,,,,
CASS,Industrials,Specialty Business Services,USA,597.88M,1.57,40.18,,,,,,,,
CASY,Consumer Defensive,Grocery Stores,USA,7.29B,4.34,197.41,,,,,,,,
CATB,Healthcare,Biotechnology,USA,56.89M,0.2,2.73,,,,,,,,
CATH,Financial,Exchange Traded Fund,USA,-,0.47,47.22,,,,,,,,
CATM,Industrials,Business Equipment & Supplies,USA,1.81B,0.92,40.86,,,,,,,,
CATY,Financial,Banks - Regional,USA,2.97B,1.24,36.82,,,,,,,,
CBAN,Financial,Banks - Regional,USA,137.76M,0.65,14.35,,,,,,,,
CBAT,Industrials,Electrical Equipment & Parts,China,620.24M,0.88,8.03,,,,,,,,
CBAY,Healthcare,Biotechnology,USA,413.07M,0.34,5.88,,,,,,,,
CBFV,Financial,Banks - Regional,USA,106.59M,0.87,19.45,,,,,,,,
CBIO,Healthcare,Biotechnology,USA,154.14M,0.4,6.86,,,,,,,,
CBLI,Healthcare,Biotechnology,USA,52.72M,0.3,3.94,,,,,,,,
CBMB,Financial,Banks - Regional,USA,51.62M,0.35,13.99,,,,,,,,
CBMG,Healthcare,Biotechnology,USA,350.76M,0.29,18.24,,,,,,,,
CBNK,Financial,Banks - Regional,USA,203.78M,0.52,14.65,,,,,,,,
CBPO,Healthcare,Biotechnology,China,4.58B,0.69,118.26,,,,,,,,
CBRL,Consumer Cyclical,Restaurants,USA,3.37B,3.87,139.89,,,,,,,,
CBSH,Financial,Banks - Regional,USA,8.24B,1.78,69.39,,,,,,,,
CBTX,Financial,Banks - Regional,USA,732.42M,1.04,28.7,,,,,,,,
CCAP,Financial,Asset Management,USA,439.41M,0.43,15.6,,,,,,,,
CCBG,Financial,Banks - Regional,USA,419.66M,0.92,24.57,,,,,,,,
CCCC,Healthcare,Biotechnology,USA,1.69B,3.27,39.58,,,,,,,,
CCD,Financial,Closed-End Fund - Equity,USA,734.08M,0.44,29.98,,,,,,,,
CCLP,Energy,Oil & Gas Equipment & Services,USA,56.74M,0.09,1.17,,,,,,,,
CCMP,Technology,Semiconductor Equipment & Materials,USA,4.96B,5.75,167.54,,,,,,,,
CCNC,Industrials,Waste Management,China,66.71M,0.27,2.03,,,,,,,,
CCNE,Financial,Banks - Regional,USA,391.07M,0.9,22.95,,,,,,,,
CCOI,Communication Services,Telecom Services,USA,2.92B,2.01,61.07,,,,,,,,
CCRC,Technology,Information Technology Services,China,72.79M,0.43,4.11,,,,,,,,
CCRN,Industrials,Staffing & Employment Services,USA,360.71M,0.36,9.52,,,,,,,,
CCXI,Healthcare,Biotechnology,USA,4.56B,3.09,64.4,,,,,,,,
CD,Technology,Information Technology Services,China,6.58B,1.34,18.1,,,,,,,,
CDAK,Healthcare,Biotechnology,USA,524.55M,3.49,26.6,,,,,,,,
CDC,Financial,Exchange Traded Fund,USA,-,0.7,55.31,,,,,,,,
CDEV,Energy,Oil & Gas E&P,USA,694.48M,0.22,2.5,,,,,,,,
CDK,Technology,Software - Application,USA,6.11B,1.21,50,,,,,,,,
CDL,Financial,Exchange Traded Fund,USA,-,0.57,48.51,,,,,,,,
CDLX,Communication Services,Internet Content & Information,USA,3.53B,7.07,122.02,,,,,,,,
CDMO,Healthcare,Biotechnology,USA,905.73M,0.76,14.25,,,,,,,,
CDNA,Healthcare,Diagnostics & Research,USA,4.15B,4.85,85.43,,,,,,,,
CDNS,Technology,Software - Application,USA,38.55B,3.4,137.42,,,,,,,,
CDTX,Healthcare,Biotechnology,USA,112.67M,0.13,2.51,,,,,,,,
CDW,Technology,Information Technology Services,USA,19.51B,3.24,135.32,,,,,,,,
CDXC,Healthcare,Biotechnology,USA,302.09M,0.22,4.9,,,,,,,,
CDXS,Healthcare,Biotechnology,USA,1.67B,1.36,25.96,,,,,,,,
CDZI,Utilities,Utilities - Regulated Water,USA,391.06M,0.29,11.05,,,,,,,,
CECE,Industrials,Pollution & Treatment Controls,USA,265.52M,0.33,7.49,,,,,,,,
CELC,Healthcare,Diagnostics & Research,USA,138.05M,0.95,14.38,,,,,,,,
CELH,Consumer Defensive,Beverages - Non-Alcoholic,USA,4.60B,4.49,64.68,,,,,,,,
CEMI,Healthcare,Diagnostics & Research,USA,126.83M,0.4,6.31,,,,,,,,
CENT,Consumer Defensive,Packaged Foods,USA,2.21B,0.96,42.51,,,,,,,,
CENTA,Consumer Defensive,Packaged Foods,USA,1.66B,1.15,39.54,,,,,,,,
CENX,Basic Materials,Aluminum,USA,1.07B,0.79,11.46,,,,,,,,
CERC,Healthcare,Biotechnology,USA,309.82M,0.21,3.5,,,,,,,,
CERE,Healthcare,Biotechnology,USA,1.74B,0.84,13.66,,,,,,,,
CERN,Healthcare,Health Information Services,USA,24.53B,1.36,79.9,,,,,,,,
CERS,Healthcare,Biotechnology,USA,1.26B,0.46,7.26,,,,,,,,
CERT,Healthcare,Biotechnology,USA,5.39B,2.66,37.33,,,,,,,,
CETX,Industrials,Conglomerates,USA,33.82M,0.16,1.85,,,,,,,,
CEVA,Technology,Semiconductors,USA,1.58B,3.67,68.63,,,,,,,,
CEY,Financial,Exchange Traded Fund,USA,-,0.22,22.64,,,,,,,,
CEZ,Financial,Exchange Traded Fund,USA,-,0.29,27.78,,,,,,,,
CFA,Financial,Exchange Traded Fund,USA,-,0.61,64.04,,,,,,,,
CFAC,Financial,Shell Companies,USA,320.07M,0.97,12.06,,,,,,,,
CFACU,Financial,Shell Companies,USA,-,0.48,13.05,,,,,,,,
CFB,Financial,Banks - Regional,USA,648.98M,0.47,12.16,,,,,,,,
CFBK,Financial,Banks - Regional,USA,115.89M,0.59,17.22,,,,,,,,
CFFI,Financial,Banks - Regional,USA,146.87M,1.15,39.48,,,,,,,,
CFFN,Financial,Banks - Regional,USA,1.83B,0.3,13.18,,,,,,,,
CFIIU,Financial,Shell Companies,USA,-,0.81,13.02,,,,,,,,
CFIVU,Financial,Shell Companies,USA,-,0.16,10.92,,,,,,,,
CFMS,Healthcare,Medical Devices,USA,102.59M,0.13,1.4,,,,,,,,
CFO,Financial,Exchange Traded Fund,USA,-,0.64,64.01,,,,,,,,
CFRX,Healthcare,Biotechnology,USA,149.04M,0.22,5.34,,,,,,,,
CG,Financial,Asset Management,USA,11.82B,0.84,33.4,,,,,,,,
CGBD,Financial,Asset Management,USA,630.68M,0.28,11.25,,,,,,,,
CGC,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,12.63B,1.68,33.8,,,,,,,,
CGEM,Healthcare,Biotechnology,USA,1.70B,4.93,38.5,,,,,,,,
CGEN,Healthcare,Biotechnology,Israel,1.08B,0.95,12.54,,,,,,,,
CGIX,Healthcare,Biotechnology,USA,17.09M,0.52,4.21,,,,,,,,
CGNX,Technology,Scientific & Technical Instruments,USA,15.18B,2.23,84.37,,,,,,,,
CGO,Financial,Closed-End Fund - Equity,USA,139.03M,0.43,15.6,,,,,,,,
CGRO,Financial,Shell Companies,USA,271.96M,1.01,13.43,,,,,,,,
CGROU,Financial,Shell Companies,USA,-,1.31,16.6,,,,,,,,
CHCI,Real Estate,Real Estate - Diversified,USA,28.94M,0.24,3.6,,,,,,,,
CHCO,Financial,Banks - Regional,USA,1.13B,1.68,71.47,,,,,,,,
CHDN,Consumer Cyclical,Gambling,USA,8.45B,7.76,214.36,,,,,,,,
CHEF,Consumer Defensive,Food Distribution,USA,1.11B,1.35,28.62,,,,,,,,
CHEK,Healthcare,Diagnostics & Research,Israel,84.99M,0.23,1.69,,,,,,,,
CHFS,Healthcare,Medical Devices,USA,25.20M,0.59,9.3,,,,,,,,
CHI,Financial,Closed-End Fund - Debt,USA,998.61M,0.19,14.08,,,,,,,,
CHKP,Technology,Software - Application,Israel,18.29B,3.19,129.4,,,,,,,,
CHMA,Healthcare,Biotechnology,USA,243.98M,0.18,4.2,,,,,,,,
CHMG,Financial,Banks - Regional,USA,163.39M,1.07,34.69,,,,,,,,
CHNA,Financial,Exchange Traded Fund,USA,-,0.67,39.1,,,,,,,,
CHNG,Healthcare,Health Information Services,USA,7.33B,0.53,24.05,,,,,,,,
CHNR,Basic Materials,Other Industrial Metals & Mining,Hong Kong,56.29M,0.24,1.71,,,,,,,,
CHPM,Financial,Shell Companies,USA,392.00M,0.14,10.44,,,,,,,,
CHRS,Healthcare,Biotechnology,USA,1.34B,0.68,18.33,,,,,,,,
CHRW,Industrials,Integrated Freight & Logistics,USA,13.60B,2.39,97.8,,,,,,,,
CHSCL,Consumer Defensive,Farm Products,USA,-,0.32,29.31,,,,,,,,
CHSCM,Consumer Defensive,Farm Products,USA,-,0.43,27.9,,,,,,,,
CHSCN,Consumer Defensive,Farm Products,USA,-,0.34,27.85,,,,,,,,
CHSCO,Consumer Defensive,Farm Products,USA,-,0.29,28.51,,,,,,,,
CHSCP,Consumer Defensive,Farm Products,USA,365.35M,0.3,29.8,,,,,,,,
CHTR,Communication Services,Entertainment,USA,128.06B,14.15,646.69,,,,,,,,
CHUY,Consumer Cyclical,Restaurants,USA,629.44M,1.51,34.93,,,,,,,,
CHW,Financial,Closed-End Fund - Equity,USA,585.96M,0.18,9.87,,,,,,,,
CHY,Financial,Closed-End Fund - Debt,USA,1.10B,0.2,15.01,,,,,,,,
CIBR,Financial,Exchange Traded Fund,USA,-,0.8,45.71,,,,,,,,
CID,Financial,Exchange Traded Fund,USA,-,0.3,30.55,,,,,,,,
CIDM,Communication Services,Entertainment,USA,184.11M,0.14,1.38,,,,,,,,
CIGI,Real Estate,Real Estate Services,Canada,3.67B,2.61,92.51,,,,,,,,
CIH,Technology,Software - Application,China,188.22M,0.07,2.08,,,,,,,,
CIIC,Financial,Shell Companies,USA,895.63M,2.32,28.28,,,,,,,,
CIL,Financial,Exchange Traded Fund,USA,-,0.33,42.34,,,,,,,,
CINF,Financial,Insurance - Property & Casualty,USA,14.02B,2.83,87.32,,,,,,,,
CIVB,Financial,Banks - Regional,USA,304.61M,0.64,18.45,,,,,,,,
CIZ,Financial,Exchange Traded Fund,USA,-,0.27,32.19,,,,,,,,
CIZN,Financial,Banks - Regional,USA,118.30M,0.69,20.79,,,,,,,,
CJJD,Healthcare,Pharmaceutical Retailers,China,45.92M,0.06,1.2,,,,,,,,
CKPT,Healthcare,Biotechnology,USA,247.25M,0.26,3.62,,,,,,,,
CLAR,Consumer Cyclical,Leisure,USA,507.80M,0.58,16.09,,,,,,,,
CLBK,Financial,Banks - Regional,USA,1.82B,0.45,16.17,,,,,,,,
CLBS,Healthcare,Biotechnology,USA,46.13M,0.35,2.39,,,,,,,,
CLCT,Industrials,Specialty Business Services,USA,826.68M,1.6,91.65,,,,,,,,
CLDX,Healthcare,Biotechnology,USA,722.32M,1.18,17.8,,,,,,,,
CLEU,Consumer Defensive,Education & Training Services,China,25.47M,0.35,3.9,,,,,,,,
CLFD,Technology,Communication Equipment,USA,461.71M,1.62,33.05,,,,,,,,
CLGN,Healthcare,Biotechnology,Israel,88.12M,1.02,14.59,,,,,,,,
CLIR,Industrials,Pollution & Treatment Controls,USA,118.70M,0.28,3.97,,,,,,,,
CLLS,Healthcare,Biotechnology,France,1.34B,2.42,31.27,,,,,,,,
CLMT,Energy,Oil & Gas E&P,USA,275.92M,0.2,3.62,,,,,,,,
